Pcgs_no,Country,Coin_date,Denomination,Variety,Prefix,Suffix,Qty_Minted,Reference_no,RowLastUpdated,coin_no,Service,Coin_date_Denomination_Variety
6720,,1973,50C,,MS,,0,6720,,6720,PCGS,1973-50C-
6720,,1973,50C,,MS,,0,6720,,16720,NGC,1973-50C-
6720,,1973,50C,,MS,,0,6720,,52960,ICG,1973-50C-
6721,,1973-D,50C,,MS,,0,6721,,6721,PCGS,1973-D-50C-
6721,,1973-D,50C,,MS,,0,6721,,818262,NGC,1973-D-50C-
6721,,1973-D,50C,,MS,,0,6721,,16721,NGC,1973-D-50C-
6721,,1973-D,50C,,MS,,0,6721,,52970,ICG,1973-D-50C-
6722,,1974,50C,,MS,,0,6722,,6722,PCGS,1974-50C-
6722,,1974,50C,,MS,,0,6722,,16722,NGC,1974-50C-
6722,,1974,50C,,MS,,0,6722,,53010,ICG,1974-50C-
6723,,1974-D,50C,,MS,,0,6723,,6723,PCGS,1974-D-50C-
6723,,1974-D,50C,,MS,,0,6723,,16723,NGC,1974-D-50C-
6723,,1974-D,50C,,MS,,0,6723,,53020,ICG,1974-D-50C-
6723,,1974-D,50C,,MS,,0,6723,,818264,NGC,1974-D-50C-
6726,,1976,50C,CLAD,MS,,0,6726,,6726,PCGS,1976-50C-CLAD
6726,,1976,50C,CLAD,MS,,0,6726,,53060,ICG,1976-50C-CLAD
6726,,1976,50C,CLAD,MS,,0,6726,,16726,NGC,1976-50C-CLAD
6727,,1976-D,50C,CLAD,MS,,0,6727,,6727,PCGS,1976-D-50C-CLAD
6727,,1976-D,50C,CLAD,MS,,0,6727,,16727,NGC,1976-D-50C-CLAD
6727,,1976-D,50C,CLAD,MS,,0,6727,,53070,ICG,1976-D-50C-CLAD
6728,,1976-S,50C,SILVER,MS,,0,6728,,6728,PCGS,1976-S-50C-SILVER
6728,,1976-S,50C,SILVER,MS,,0,6728,,818265,NGC,1976-S-50C-SILVER
6728,,1976-S,50C,SILVER,MS,,0,6728,,53080,ICG,1976-S-50C-SILVER
6728,,1976-S,50C,SILVER,MS,,0,6728,,16728,NGC,1976-S-50C-SILVER
6729,,1976-S,50C,SILVER,MS,,0,6729,,,,1976-S-50C-SILVER
6731,,1977,50C,,MS,,0,6731,,6731,PCGS,1977-50C-
6731,,1977,50C,,MS,,0,6731,,16731,NGC,1977-50C-
6731,,1977,50C,,MS,,0,6731,,53150,ICG,1977-50C-
6732,,1977-D,50C,,MS,,0,6732,,6732,PCGS,1977-D-50C-
6732,,1977-D,50C,,MS,,0,6732,,16732,NGC,1977-D-50C-
6732,,1977-D,50C,,MS,,0,6732,,53160,ICG,1977-D-50C-
6733,,1978,50C,,MS,,0,6733,,6733,PCGS,1978-50C-
6733,,1978,50C,,MS,,0,6733,,16733,NGC,1978-50C-
6733,,1978,50C,,MS,,0,6733,,53200,ICG,1978-50C-
6734,,1978-D,50C,,MS,,0,6734,,6734,PCGS,1978-D-50C-
6734,,1978-D,50C,,MS,,0,6734,,16734,NGC,1978-D-50C-
6734,,1978-D,50C,,MS,,0,6734,,53210,ICG,1978-D-50C-
6735,,1979,50C,,MS,,0,6735,,6735,PCGS,1979-50C-
6735,,1979,50C,,MS,,0,6735,,16735,NGC,1979-50C-
6735,,1979,50C,,MS,,0,6735,,53250,ICG,1979-50C-
6736,,1979-D,50C,,MS,,0,6736,,6736,PCGS,1979-D-50C-
6736,,1979-D,50C,,MS,,0,6736,,16736,NGC,1979-D-50C-
6736,,1979-D,50C,,MS,,0,6736,,53260,ICG,1979-D-50C-
6737,,1980-P,50C,,MS,,0,6737,,6737,PCGS,1980-P-50C-
6737,,1980-P,50C,,MS,,0,6737,,16737,NGC,1980-P-50C-
6737,,1980-P,50C,,MS,,0,6737,,53340,ICG,1980-P-50C-
6738,,1980-D,50C,,MS,,0,6738,,6738,PCGS,1980-D-50C-
6738,,1980-D,50C,,MS,,0,6738,,53330,ICG,1980-D-50C-
6738,,1980-D,50C,,MS,,0,6738,,16738,NGC,1980-D-50C-
6739,,1981-P,50C,,MS,,0,6739,,6739,PCGS,1981-P-50C-
6739,,1981-P,50C,,MS,,0,6739,,53390,ICG,1981-P-50C-
6739,,1981-P,50C,,MS,,0,6739,,16739,NGC,1981-P-50C-
6740,,1981-D,50C,,MS,,0,6740,,6740,PCGS,1981-D-50C-
6740,,1981-D,50C,,MS,,0,6740,,16740,NGC,1981-D-50C-
6740,,1981-D,50C,,MS,,0,6740,,53380,ICG,1981-D-50C-
6741,,1982-P,50C,,MS,,0,6741,,6741,PCGS,1982-P-50C-
6741,,1982-P,50C,,MS,,0,6741,,16741,NGC,1982-P-50C-
6741,,1982-P,50C,,MS,,0,6741,,53470,ICG,1982-P-50C-
6742,,1982-D,50C,,MS,,0,6742,,6742,PCGS,1982-D-50C-
6742,,1982-D,50C,,MS,,0,6742,,16742,NGC,1982-D-50C-
6742,,1982-D,50C,,MS,,0,6742,,53460,ICG,1982-D-50C-
6743,,1983-P,50C,,MS,,0,6743,,6743,PCGS,1983-P-50C-
6743,,1983-P,50C,,MS,,0,6743,,16743,NGC,1983-P-50C-
6743,,1983-P,50C,,MS,,0,6743,,53520,ICG,1983-P-50C-
6744,,1983-D,50C,,MS,,0,6744,,6744,PCGS,1983-D-50C-
6744,,1983-D,50C,,MS,,0,6744,,16744,NGC,1983-D-50C-
6744,,1983-D,50C,,MS,,0,6744,,53510,ICG,1983-D-50C-
6745,,1984-P,50C,,MS,,0,6745,,6745,PCGS,1984-P-50C-
6745,,1984-P,50C,,MS,,0,6745,,16745,NGC,1984-P-50C-
6745,,1984-P,50C,,MS,,0,6745,,53570,ICG,1984-P-50C-
6746,,1984-D,50C,,MS,,0,6746,,6746,PCGS,1984-D-50C-
6746,,1984-D,50C,,MS,,0,6746,,16746,NGC,1984-D-50C-
6746,,1984-D,50C,,MS,,0,6746,,53560,ICG,1984-D-50C-
6747,,1985-P,50C,,MS,,0,6747,,6747,PCGS,1985-P-50C-
6747,,1985-P,50C,,MS,,0,6747,,53620,ICG,1985-P-50C-
6747,,1985-P,50C,,MS,,0,6747,,16747,NGC,1985-P-50C-
6748,,1985-D,50C,,MS,,0,6748,,6748,PCGS,1985-D-50C-
6748,,1985-D,50C,,MS,,0,6748,,16748,NGC,1985-D-50C-
6748,,1985-D,50C,,MS,,0,6748,,53610,ICG,1985-D-50C-
6749,,1986-P,50C,,MS,,0,6749,,6749,PCGS,1986-P-50C-
6749,,1986-P,50C,,MS,,0,6749,,16749,NGC,1986-P-50C-
6749,,1986-P,50C,,MS,,0,6749,,53680,ICG,1986-P-50C-
6750,,1986-D,50C,,MS,,0,6750,,6750,PCGS,1986-D-50C-
6750,,1986-D,50C,,MS,,0,6750,,16750,NGC,1986-D-50C-
6750,,1986-D,50C,,MS,,0,6750,,53660,ICG,1986-D-50C-
6751,,1987-P,50C,,MS,,0,6751,,6751,PCGS,1987-P-50C-
6751,,1987-P,50C,,MS,,0,6751,,16751,NGC,1987-P-50C-
6751,,1987-P,50C,,MS,,0,6751,,53740,ICG,1987-P-50C-
6752,,1987-D,50C,,MS,,0,6752,,6752,PCGS,1987-D-50C-
6752,,1987-D,50C,,MS,,0,6752,,16752,NGC,1987-D-50C-
6752,,1987-D,50C,,MS,,0,6752,,53730,ICG,1987-D-50C-
6753,,1988-P,50C,,MS,,0,6753,,6753,PCGS,1988-P-50C-
6753,,1988-P,50C,,MS,,0,6753,,16753,NGC,1988-P-50C-
6753,,1988-P,50C,,MS,,0,6753,,53790,ICG,1988-P-50C-
6754,,1988-D,50C,,MS,,0,6754,,6754,PCGS,1988-D-50C-
6754,,1988-D,50C,,MS,,0,6754,,16754,NGC,1988-D-50C-
6754,,1988-D,50C,,MS,,0,6754,,53780,ICG,1988-D-50C-
6755,,1989-P,50C,,MS,,0,6755,,6755,PCGS,1989-P-50C-
6755,,1989-P,50C,,MS,,0,6755,,16755,NGC,1989-P-50C-
6755,,1989-P,50C,,MS,,0,6755,,53850,ICG,1989-P-50C-
6756,,1989-D,50C,,MS,,0,6756,,6756,PCGS,1989-D-50C-
6756,,1989-D,50C,,MS,,0,6756,,16756,NGC,1989-D-50C-
6756,,1989-D,50C,,MS,,0,6756,,53830,ICG,1989-D-50C-
6757,,1990-P,50C,,MS,,0,6757,,6757,PCGS,1990-P-50C-
6757,,1990-P,50C,,MS,,0,6757,,16757,NGC,1990-P-50C-
6757,,1990-P,50C,,MS,,0,6757,,53910,ICG,1990-P-50C-
6758,,1990-D,50C,,MS,,0,6758,,6758,PCGS,1990-D-50C-
6758,,1990-D,50C,,MS,,0,6758,,16758,NGC,1990-D-50C-
6758,,1990-D,50C,,MS,,0,6758,,53900,ICG,1990-D-50C-
6759,,1991-P,50C,,MS,,0,6759,,6759,PCGS,1991-P-50C-
6759,,1991-P,50C,,MS,,0,6759,,16759,NGC,1991-P-50C-
6759,,1991-P,50C,,MS,,0,6759,,53990,ICG,1991-P-50C-
6760,,1991-D,50C,,MS,,0,6760,,6760,PCGS,1991-D-50C-
6760,,1991-D,50C,,MS,,0,6760,,16760,NGC,1991-D-50C-
6760,,1991-D,50C,,MS,,0,6760,,53970,ICG,1991-D-50C-
6761,,1992-P,50C,,MS,,0,6761,,6761,PCGS,1992-P-50C-
6761,,1992-P,50C,,MS,,0,6761,,16761,NGC,1992-P-50C-
6761,,1992-P,50C,,MS,,0,6761,,54060,ICG,1992-P-50C-
6762,,1992-D,50C,,MS,,0,6762,,6762,PCGS,1992-D-50C-
6762,,1992-D,50C,,MS,,0,6762,,16762,NGC,1992-D-50C-
6762,,1992-D,50C,,MS,,0,6762,,54040,ICG,1992-D-50C-
6763,,1993-P,50C,,MS,,0,6763,,6763,PCGS,1993-P-50C-
6763,,1993-P,50C,,MS,,0,6763,,16763,NGC,1993-P-50C-
6763,,1993-P,50C,,MS,,0,6763,,54170,ICG,1993-P-50C-
6764,,1993-D,50C,,MS,,0,6764,,6764,PCGS,1993-D-50C-
6764,,1993-D,50C,,MS,,0,6764,,16764,NGC,1993-D-50C-
6764,,1993-D,50C,,MS,,0,6764,,54160,ICG,1993-D-50C-
6765,,1994-P,50C,,MS,,0,6765,,6765,PCGS,1994-P-50C-
6765,,1994-P,50C,,MS,,0,6765,,16765,NGC,1994-P-50C-
6765,,1994-P,50C,,MS,,0,6765,,54280,ICG,1994-P-50C-
6766,,1994-D,50C,,MS,,0,6766,,6766,PCGS,1994-D-50C-
6766,,1994-D,50C,,MS,,0,6766,,16766,NGC,1994-D-50C-
6766,,1994-D,50C,,MS,,0,6766,,54260,ICG,1994-D-50C-
6767,,1995-P,50C,,MS,,0,6767,,6767,PCGS,1995-P-50C-
6767,,1995-P,50C,,MS,,0,6767,,16767,NGC,1995-P-50C-
6767,,1995-P,50C,,MS,,0,6767,,54370,ICG,1995-P-50C-
6768,,1995-D,50C,,MS,,0,6768,,6768,PCGS,1995-D-50C-
6768,,1995-D,50C,,MS,,0,6768,,16768,NGC,1995-D-50C-
6768,,1995-D,50C,,MS,,0,6768,,54360,ICG,1995-D-50C-
6769,,1996-P,50C,,MS,,0,6769,,6769,PCGS,1996-P-50C-
6769,,1996-P,50C,,MS,,0,6769,,16769,NGC,1996-P-50C-
6769,,1996-P,50C,,MS,,0,6769,,54510,ICG,1996-P-50C-
6770,,1996-D,50C,,MS,,0,6770,,6770,PCGS,1996-D-50C-
6770,,1996-D,50C,,MS,,0,6770,,54500,ICG,1996-D-50C-
6770,,1996-D,50C,,MS,,0,6770,,16770,NGC,1996-D-50C-
6771,,1997-P,50C,,MS,,0,6771,,6771,PCGS,1997-P-50C-
6771,,1997-P,50C,,MS,,0,6771,,16771,NGC,1997-P-50C-
6771,,1997-P,50C,,MS,,0,6771,,54630,ICG,1997-P-50C-
6772,,1997-D,50C,,MS,,0,6772,,6772,PCGS,1997-D-50C-
6772,,1997-D,50C,,MS,,0,6772,,16772,NGC,1997-D-50C-
6772,,1997-D,50C,,MS,,0,6772,,54620,ICG,1997-D-50C-
6773,,1998-P,50C,,MS,,0,6773,,6773,PCGS,1998-P-50C-
6773,,1998-P,50C,,MS,,0,6773,,16773,NGC,1998-P-50C-
6773,,1998-P,50C,,MS,,0,6773,,54710,ICG,1998-P-50C-
6774,,1998-D,50C,,MS,,0,6774,,6774,PCGS,1998-D-50C-
6774,,1998-D,50C,,MS,,0,6774,,16774,NGC,1998-D-50C-
6774,,1998-D,50C,,MS,,0,6774,,54700,ICG,1998-D-50C-
6775,,1998-S,50C,SMS,SP,,0,6775,,6775,PCGS,1998-S-50C-SMS
6775,,1998-S,50C,SMS,SP,,0,6775,,16775,NGC,1998-S-50C-SMS
6775,,1998-S,50C,SMS,SP,,0,6775,,54720,ICG,1998-S-50C-SMS
6776,,1999-P,50C,,MS,,0,6776,,6776,PCGS,1999-P-50C-
6776,,1999-P,50C,,MS,,0,6776,,16776,NGC,1999-P-50C-
6777,,1999-D,50C,,MS,,0,6777,,6777,PCGS,1999-D-50C-
6777,,1999-D,50C,,MS,,0,6777,,16777,NGC,1999-D-50C-
6778,,2000-P,50C,,MS,,0,6778,,6778,PCGS,2000-P-50C-
6778,,2000-P,50C,,MS,,0,6778,,16778,NGC,2000-P-50C-
6779,,2000-D,50C,,MS,,0,6779,,6779,PCGS,2000-D-50C-
6779,,2000-D,50C,,MS,,0,6779,,16779,NGC,2000-D-50C-
6780,,2001-P,50C,,MS,,0,6780,,6780,PCGS,2001-P-50C-
6780,,2001-P,50C,,MS,,0,6780,,16780,NGC,2001-P-50C-
6781,,2001-D,50C,,MS,,0,6781,,6781,PCGS,2001-D-50C-
6781,,2001-D,50C,,MS,,0,6781,,16781,NGC,2001-D-50C-
6782,,2002-P,50C,,MS,,0,6782,,823601,NGC,2002-P-50C-
6783,,2002-D,50C,,MS,,0,6783,,823602,NGC,2002-D-50C-
6784,,2003-P,50C,,MS,,0,6784,,823603,NGC,2003-P-50C-
6785,,2003-D,50C,,MS,,0,6785,,823604,NGC,2003-D-50C-
6786,,2004-P,50C,,MS,,0,6786,,823605,NGC,2004-P-50C-
6787,,2004-D,50C,,MS,,0,6787,,823606,NGC,2004-D-50C-
6788,,2005-P,50C,,MS,,0,6788,,823607,NGC,2005-P-50C-
6789,,2005-D,50C,,MS,,0,6789,,823608,NGC,2005-D-50C-
6790,,2006-P,50C,,MS,,0,6790,,823610,NGC,2006-P-50C-
6791,,2006-D,50C,,MS,,0,6791,,823612,NGC,2006-D-50C-
6797,,KENNEDY,50C,,PR,,0,6797,1/1/1900,6797,PCGS,KENNEDY-50C-
6800,,1964,50C,,PR,,0,6800,,6800,PCGS,1964-50C-
6800,,1964,50C,,PR,,0,6800,,16800,NGC,1964-50C-
6800,,1964,50C,,PR,,0,6800,,52550,ICG,1964-50C-
6800,,1964,50C,,PR,,0,6800,,818270,NGC,1964-50C-
6801,,1964,50C,ACCENTED HAIR,PR,,0,6801,,6801,PCGS,1964-50C-ACCENTED HAIR
6801,,1964,50C,ACCENTED HAIR,PR,,0,6801,,16801,NGC,1964-50C-ACCENTED HAIR
6801,,1964,50C,ACCENTED HAIR,PR,,0,6801,,52580,ICG,1964-50C-ACCENTED HAIR
6804,,1968-S,50C,,PR,,0,6804,,6804,PCGS,1968-S-50C-
6804,,1968-S,50C,,PR,,0,6804,,16804,NGC,1968-S-50C-
6804,,1968-S,50C,,PR,,0,6804,,52750,ICG,1968-S-50C-
6804,,1968-S,50C,,PR,,0,6804,,818281,NGC,1968-S-50C-
6805,,1969-S,50C,,PR,,0,6805,,6805,PCGS,1969-S-50C-
6805,,1969-S,50C,,PR,,0,6805,,16805,NGC,1969-S-50C-
6805,,1969-S,50C,,PR,,0,6805,,52790,ICG,1969-S-50C-
6806,,1970-S,50C,,PR,,0,6806,,6806,PCGS,1970-S-50C-
6806,,1970-S,50C,,PR,,0,6806,,16806,NGC,1970-S-50C-
6806,,1970-S,50C,,PR,,0,6806,,52830,ICG,1970-S-50C-
6807,,1971-S,50C,,PR,,0,6807,,6807,PCGS,1971-S-50C-
6807,,1971-S,50C,,PR,,0,6807,,16807,NGC,1971-S-50C-
6807,,1971-S,50C,,PR,,0,6807,,52880,ICG,1971-S-50C-
6807,,1971-S,50C,,PR,,0,6807,,818287,NGC,1971-S-50C-
6808,,1972-S,50C,,PR,,0,6808,,6808,PCGS,1972-S-50C-
6808,,1972-S,50C,,PR,,0,6808,,16808,NGC,1972-S-50C-
6808,,1972-S,50C,,PR,,0,6808,,52930,ICG,1972-S-50C-
6809,,1973-S,50C,,PR,,0,6809,,6809,PCGS,1973-S-50C-
6809,,1973-S,50C,,PR,,0,6809,,16809,NGC,1973-S-50C-
6809,,1973-S,50C,,PR,,0,6809,,52980,ICG,1973-S-50C-
6810,,1974-S,50C,,PR,,0,6810,,6810,PCGS,1974-S-50C-
6810,,1974-S,50C,,PR,,0,6810,,53030,ICG,1974-S-50C-
6810,,1974-S,50C,,PR,,0,6810,,721127,NGC,1974-S-50C-
6810,,1974-S,50C,,PR,,0,6810,,16810,NGC,1974-S-50C-
6811,,1976-S,50C,CLAD,PR,,0,6811,,6811,PCGS,1976-S-50C-CLAD
6811,,1976-S,50C,CLAD,PR,,0,6811,,16811,NGC,1976-S-50C-CLAD
6811,,1976-S,50C,CLAD,PR,,0,6811,,53090,ICG,1976-S-50C-CLAD
6811,,1976-S,50C,CLAD,PR,,0,6811,,721128,NGC,1976-S-50C-CLAD
6812,,1976-S,50C,SILVER,PR,,0,6812,,6812,PCGS,1976-S-50C-SILVER
6812,,1976-S,50C,SILVER,PR,,0,6812,,16812,NGC,1976-S-50C-SILVER
6812,,1976-S,50C,SILVER,PR,,0,6812,,53120,ICG,1976-S-50C-SILVER
6815,,1977-S,50C,,PR,,0,6815,,6815,PCGS,1977-S-50C-
6815,,1977-S,50C,,PR,,0,6815,,16815,NGC,1977-S-50C-
6815,,1977-S,50C,,PR,,0,6815,,53170,ICG,1977-S-50C-
6816,,1978-S,50C,,PR,,0,6816,,6816,PCGS,1978-S-50C-
6816,,1978-S,50C,,PR,,0,6816,,16816,NGC,1978-S-50C-
6816,,1978-S,50C,,PR,,0,6816,,53220,ICG,1978-S-50C-
6818,,1979-S,50C,TYPE 1,PR,,0,6818,,6818,PCGS,1979-S-50C-TYPE 1
6818,,1979-S,50C,TYPE 1,PR,,0,6818,,16818,NGC,1979-S-50C-TYPE 1
6818,,1979-S,50C,TYPE 1,PR,,0,6818,,53270,ICG,1979-S-50C-TYPE 1
6819,,1979-S,50C,TYPE 2,PR,,0,6819,,6819,PCGS,1979-S-50C-TYPE 2
6819,,1979-S,50C,TYPE 2,PR,,0,6819,,16819,NGC,1979-S-50C-TYPE 2
6819,,1979-S,50C,TYPE 2,PR,,0,6819,,53300,ICG,1979-S-50C-TYPE 2
6820,,1980-S,50C,,PR,,0,6820,,6820,PCGS,1980-S-50C-
6820,,1980-S,50C,,PR,,0,6820,,16820,NGC,1980-S-50C-
6820,,1980-S,50C,,PR,,0,6820,,53350,ICG,1980-S-50C-
6821,,1981-S,50C,TYPE 1,PR,,0,6821,,6821,PCGS,1981-S-50C-TYPE 1
6821,,1981-S,50C,TYPE 1,PR,,0,6821,,16821,NGC,1981-S-50C-TYPE 1
6821,,1981-S,50C,TYPE 1,PR,,0,6821,,53400,ICG,1981-S-50C-TYPE 1
6822,,1981-S,50C,TYPE 2,PR,,0,6822,,6822,PCGS,1981-S-50C-TYPE 2
6822,,1981-S,50C,TYPE 2,PR,,0,6822,,16822,NGC,1981-S-50C-TYPE 2
6822,,1981-S,50C,TYPE 2,PR,,0,6822,,53430,ICG,1981-S-50C-TYPE 2
6823,,1982-S,50C,,PR,,0,6823,,6823,PCGS,1982-S-50C-
6823,,1982-S,50C,,PR,,0,6823,,16823,NGC,1982-S-50C-
6823,,1982-S,50C,,PR,,0,6823,,53480,ICG,1982-S-50C-
6824,,1983-S,50C,,PR,,0,6824,,6824,PCGS,1983-S-50C-
6824,,1983-S,50C,,PR,,0,6824,,53530,ICG,1983-S-50C-
6824,,1983-S,50C,,PR,,0,6824,,16824,NGC,1983-S-50C-
6825,,1984-S,50C,,PR,,0,6825,,6825,PCGS,1984-S-50C-
6825,,1984-S,50C,,PR,,0,6825,,16825,NGC,1984-S-50C-
6825,,1984-S,50C,,PR,,0,6825,,53580,ICG,1984-S-50C-
6825,,1984-S,50C,,PR,,0,6825,,66825,NGC,1984-S-50C-
6826,,1985-S,50C,,PR,,0,6826,,6826,PCGS,1985-S-50C-
6826,,1985-S,50C,,PR,,0,6826,,16826,NGC,1985-S-50C-
6826,,1985-S,50C,,PR,,0,6826,,53630,ICG,1985-S-50C-
6827,,1986-S,50C,,PR,,0,6827,,6827,PCGS,1986-S-50C-
6827,,1986-S,50C,,PR,,0,6827,,16827,NGC,1986-S-50C-
6827,,1986-S,50C,,PR,,0,6827,,53690,ICG,1986-S-50C-
6827,,1986-S,50C,,PR,,0,6827,,66827,NGC,1986-S-50C-
6828,,1987-S,50C,,PR,,0,6828,,6828,PCGS,1987-S-50C-
6828,,1987-S,50C,,PR,,0,6828,,16828,NGC,1987-S-50C-
6828,,1987-S,50C,,PR,,0,6828,,53750,ICG,1987-S-50C-
6828,,1987-S,50C,,PR,,0,6828,,66828,NGC,1987-S-50C-
6829,,1988-S,50C,,PR,,0,6829,,6829,PCGS,1988-S-50C-
6829,,1988-S,50C,,PR,,0,6829,,16829,NGC,1988-S-50C-
6829,,1988-S,50C,,PR,,0,6829,,53800,ICG,1988-S-50C-
6830,,1989-S,50C,,PR,,0,6830,,6830,PCGS,1989-S-50C-
6830,,1989-S,50C,,PR,,0,6830,,16830,NGC,1989-S-50C-
6830,,1989-S,50C,,PR,,0,6830,,53860,ICG,1989-S-50C-
6831,,1990-S,50C,,PR,,0,6831,,6831,PCGS,1990-S-50C-
6831,,1990-S,50C,,PR,,0,6831,,16831,NGC,1990-S-50C-
6831,,1990-S,50C,,PR,,0,6831,,53920,ICG,1990-S-50C-
6832,,1991-S,50C,,PR,,0,6832,,6832,PCGS,1991-S-50C-
6832,,1991-S,50C,,PR,,0,6832,,16832,NGC,1991-S-50C-
6832,,1991-S,50C,,PR,,0,6832,,54000,ICG,1991-S-50C-
6833,,1992-S,50C,,PR,,0,6833,,6833,PCGS,1992-S-50C-
6833,,1992-S,50C,,PR,,0,6833,,16833,NGC,1992-S-50C-
6833,,1992-S,50C,,PR,,0,6833,,54080,ICG,1992-S-50C-
6833,,1992-S,50C,,PR,,0,6833,,66833,NGC,1992-S-50C-
6834,,1992-S,50C,SILVER,PR,,0,6834,,6834,PCGS,1992-S-50C-SILVER
6834,,1992-S,50C,SILVER,PR,,0,6834,,16834,NGC,1992-S-50C-SILVER
6834,,1992-S,50C,SILVER,PR,,0,6834,,54130,ICG,1992-S-50C-SILVER
6834,,1992-S,50C,SILVER,PR,,0,6834,,66834,NGC,1992-S-50C-SILVER
6835,,1993-S,50C,,PR,,0,6835,,6835,PCGS,1993-S-50C-
6835,,1993-S,50C,,PR,,0,6835,,54180,ICG,1993-S-50C-
6835,,1993-S,50C,,PR,,0,6835,,66835,NGC,1993-S-50C-
6835,,1993-S,50C,,PR,,0,6835,,16835,NGC,1993-S-50C-
6836,,1993-S,50C,SILVER,PR,,0,6836,,6836,PCGS,1993-S-50C-SILVER
6836,,1993-S,50C,SILVER,PR,,0,6836,,16836,NGC,1993-S-50C-SILVER
6836,,1993-S,50C,SILVER,PR,,0,6836,,54220,ICG,1993-S-50C-SILVER
6836,,1993-S,50C,SILVER,PR,,0,6836,,66836,NGC,1993-S-50C-SILVER
6837,,1994-S,50C,,PR,,0,6837,,6837,PCGS,1994-S-50C-
6837,,1994-S,50C,,PR,,0,6837,,54300,ICG,1994-S-50C-
6837,,1994-S,50C,,PR,,0,6837,,66837,NGC,1994-S-50C-
6837,,1994-S,50C,,PR,,0,6837,,16837,NGC,1994-S-50C-
6838,,1994-S,50C,SILVER,PR,,0,6838,,6838,PCGS,1994-S-50C-SILVER
6838,,1994-S,50C,SILVER,PR,,0,6838,,16838,NGC,1994-S-50C-SILVER
6838,,1994-S,50C,SILVER,PR,,0,6838,,54330,ICG,1994-S-50C-SILVER
6838,,1994-S,50C,SILVER,PR,,0,6838,,66838,NGC,1994-S-50C-SILVER
6839,,1995-S,50C,,PR,,0,6839,,6839,PCGS,1995-S-50C-
6839,,1995-S,50C,,PR,,0,6839,,16839,NGC,1995-S-50C-
6839,,1995-S,50C,,PR,,0,6839,,54410,ICG,1995-S-50C-
6839,,1995-S,50C,,PR,,0,6839,,66839,NGC,1995-S-50C-
6840,,1995-S,50C,SILVER,PR,,0,6840,,6840,PCGS,1995-S-50C-SILVER
6840,,1995-S,50C,SILVER,PR,,0,6840,,16840,NGC,1995-S-50C-SILVER
6840,,1995-S,50C,SILVER,PR,,0,6840,,54470,ICG,1995-S-50C-SILVER
6840,,1995-S,50C,SILVER,PR,,0,6840,,66840,NGC,1995-S-50C-SILVER
6841,,1996-S,50C,,PR,,0,6841,,6841,PCGS,1996-S-50C-
6841,,1996-S,50C,,PR,,0,6841,,16841,NGC,1996-S-50C-
6841,,1996-S,50C,,PR,,0,6841,,54540,ICG,1996-S-50C-
6842,,1996-S,50C,SILVER,PR,,0,6842,,6842,PCGS,1996-S-50C-SILVER
6842,,1996-S,50C,SILVER,PR,,0,6842,,16842,NGC,1996-S-50C-SILVER
6842,,1996-S,50C,SILVER,PR,,0,6842,,54570,ICG,1996-S-50C-SILVER
6842,,1996-S,50C,SILVER,PR,,0,6842,,66842,NGC,1996-S-50C-SILVER
6843,,1997-S,50C,,PR,,0,6843,,6843,PCGS,1997-S-50C-
6843,,1997-S,50C,,PR,,0,6843,,54640,ICG,1997-S-50C-
6844,,1964,50C,SMS,SP,,0,6844,,6844,PCGS,1964-50C-SMS
6844,,1964,50C,SMS,SP,,0,6844,,52540,ICG,1964-50C-SMS
6845,,1965,50C,SMS,SP,,0,6845,,6845,PCGS,1965-50C-SMS
6845,,1965,50C,SMS,SP,,0,6845,,16845,NGC,1965-50C-SMS
6845,,1965,50C,SMS,SP,,0,6845,,52630,ICG,1965-50C-SMS
6845,,1965,50C,SMS,SP,,0,6845,,76046,NGC,1965-50C-SMS
6846,,1966,50C,SMS,SP,,0,6846,,6846,PCGS,1966-50C-SMS
6846,,1966,50C,SMS,SP,,0,6846,,16846,NGC,1966-50C-SMS
6846,,1966,50C,SMS,SP,,0,6846,,52670,ICG,1966-50C-SMS
6846,,1966,50C,SMS,SP,,0,6846,,76047,NGC,1966-50C-SMS
6846,,1966,50C,SMS,SP,,0,6846,,818273,NGC,1966-50C-SMS
6846,,1966,50C,SMS,SP,,0,6846,,818275,NGC,1966-50C-SMS
6847,,1967,50C,SMS,SP,,0,6847,,6847,PCGS,1967-50C-SMS
6847,,1967,50C,SMS,SP,,0,6847,,16847,NGC,1967-50C-SMS
6847,,1967,50C,SMS,SP,,0,6847,,52710,ICG,1967-50C-SMS
6847,,1967,50C,SMS,SP,,0,6847,,76048,NGC,1967-50C-SMS
6848,,1997-S,50C,SILVER,PR,,0,6848,,6848,PCGS,1997-S-50C-SILVER
6848,,1997-S,50C,SILVER,PR,,0,6848,,54670,ICG,1997-S-50C-SILVER
6848,,1997-S,50C,SILVER,PR,,0,6848,,66844,NGC,1997-S-50C-SILVER
6849,,1998-S,50C,,PR,,0,6849,,6849,PCGS,1998-S-50C-
6849,,1998-S,50C,,PR,,0,6849,,54730,ICG,1998-S-50C-
6849,,1998-S,50C,,PR,,0,6849,,66845,NGC,1998-S-50C-
6850,,FLOW HAIR,S$1,,MS,,0,6850,1/1/1900,6850,PCGS,FLOW HAIR-S$1-
6850,,FLOW HAIR,S$1,,MS,,0,6850,1/1/1900,16850,NGC,FLOW HAIR-S$1-
